datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
10/16/1977 18:00,east haven,ct,1,United States,disk,60,1 minute,Weather or NOT a Balloon&#33&#33&#33,11/21/2010,41.2761111,-72.8688889
10/16/1988 00:34,winnipeg (canada),mb,1,Canada,triangle,1200,20 minutes,Triangular shape lands in a manitoban field.  ((NUFORC Note:  Possibly not a serious report.  PD)),05-11-05,49.883333,-97.166667
10/16/1988 09:30,philadelphia,pa,1,United States,oval,3600,1 hour,Oval shaped moon colored object that darts in and out of the clouds above my house&#44,01-10-09,39.9522222,-75.1641667
10/16/1989 08:00,tucson,az,1,United States,sphere,3,2-3 seconds,giant ball of fire seen over tucson hour after dark around 1989,7/16/2006,32.2216667,-110.9258333
10/16/1992 23:00,pittsburgh,pa,1,United States,disk,120,2 minutes,Bright light on small disc craft January &amp; October 1992 Bates &amp; McKee Pittsburgh&#44 PA,4/18/2012,40.4405556,-79.9961111
10/16/1995 05:57,scofield barracks,hi,1,Unknown,Unknown,1800,30 min.,Soldier reports seeing a &quot;stationary obj. to S&#44 w/ red &amp; blue flashing lights.&quot;  Still clearly visible even after sun has risen.,11-02-99,21.495496,-158.062655
10/16/1997 01:30,jacksonville,fl,1,United States,sphere,600,10 minutes,Metallic Sphere Scans My Entire Body,08-05-01,30.3319444,-81.6558333
10/16/1997 05:34,hickory,nc,1,United States,fireball,180,3minutes,I was outside when I saw a red &quot;fireball&quot; moving in an oval pattern.,6/23/1999,35.7330556,-81.3413889
10/16/1997 08:00,rooseville,mi,1,Unknown,light,60,1 minute,I was coming down the I94West ramp onto the freeway&#44 when I was eye level with the sky&#44 I looked at the clouds and there was a light as,01-11-02,42.497258,-82.937141
10/16/1997 19:05,hollister,Canada,1,United States,light,40,40 seconds,Very dim light&#44 extreme altatude&#44 traveling from Pacific easterly aprox. over San Jose or S.F.&#44 dramatic turn to south/east toward Araz,1/28/1999,36.8525,-121.4005556
10/16/1998 11:40,sacramento,Canada,1,United States,triangle,300,5 minutes,observed v shaped object with lights and no noise in the sky traveling slowly at night,10/31/2008,38.5816667,-121.4933333
10/16/1998 16:30,baker/stateline (between),Canada,1,Unknown,changing,8,5 to 8 seconds,A watery ripple in the sky like a ribbon flapping in the wind&#44 then forming the shape of a craft (see below),1/28/1999,35.691188,-115.497908
10/16/1998 20:00,breckenridge,tx,1,United States,other,120,2 minutes,On about this time my wife and I saw a V shaped object fly over our house. It was NOT the shape of the Stelth bomber. It was a 90 degre,9/15/2005,32.7555556,-98.9019444
10/16/1998 20:00,middletown,ct,1,United States,unknown,900,15 minutes,The object was traveling at a very high altitude&#44 at first glance I thought it might be a sattelite&#44 but it made a few stops&#44 then a dr,11-01-98,41.5622222,-72.6511111
10/16/1998 21:30,salem,or,1,United States,light,10,10 sec,My husband and I were traveling south on I-5 north of Salem when a huge bright light appeared ahead of us mid-sky.  It seemed to be ove,1/28/1999,44.9430556,-123.0338889
10/16/1998 21:55,carbondale,il,1,United States,sphere,5,5 seconds,I saw a spherical object at a distance.  It had a slight green glow.  It just appeared&#44 then took off in a northeast direction very qui,11-01-98,37.7272222,-89.2166667
10/16/1998 24:00,ronan/polson (lake county),mt,1,Unknown,disk,10800,3 hours,Two large craft stationery @ 20000 feet above sea level,11/19/1998,47.692526,-114.165781
10/16/1999 00:05,conway (at salltillo heights community),ar,1,United States,sphere,60,1 minute,we saw a hot blue orb looking object big as a house fall from the sky.,9/19/2002,35.0886111,-92.4419444
10/16/1999 18:30,redwood shores,Canada,1,United States,other,1800,30+ mins,I believe that this is the same object as seen in this sighting on the data base Occurred : 10/16/1999 19:00 (Entered as : 10/16/99 19:,2/18/2001,37.5319444,-122.2469444
10/16/1999 19:00,san mateo,Canada,1,United States,disk,90,1.3,The object was in the northern sky for approximately 1.5 hours on the evening of 10/16/99.  It was saucer-like shape with a very bright,10/19/1999,37.5630556,-122.3244444
10/16/1999 21:35,chattanooga,tn,1,United States,triangle,180,2-3 minutes,I witnessed 3 low-flying&#44 triangular-shaped&#44 black crafts traveling to the north&#44 northwest on Saturday 16&#44 1999.,2/18/2001,35.0455556,-85.3097222
10/16/1999 22:00,danville,ky,1,United States,light,7200,2 hours,Blue lights&#44 white lights&#44 and red lights.  Moving sporadically and toward each other.  Then they would hover.  One actually flew over,11/17/1999,37.6455556,-84.7722222
10/16/1999 22:00,the colony,tx,1,United States,triangle,15,15 seconds,Streaking light seen overhead. Went from a standstill(hover?) position and then streaked off in a flash.,11/17/1999,33.0888889,-96.8861111
10/16/1999 22:15,houston,tx,1,United States,oval,20,20 seconds,Flying object similar to blimp shaped like rounded football&#44 illuminated from within.,10/19/1999,29.7630556,-95.3630556
10/16/1999 22:30,chatsworth (fort mountain),ga,1,United States,sphere,5,5 seconds,MUFON/GEORGIA FOLLOW-UP REPORT:  Glowing orange sphere changes size during hover.,11/17/1999,34.7658333,-84.77
10/16/2000 12:22,woodstock,ct,1,United States,fireball,600,10 minutes,((NUFORC Note:  Witness reports fireball.)),12-02-00,41.9483333,-71.9744444
10/16/2000 18:10,kenosha,wi,1,United States,light,20,20 seconds,Bright object seen moving across the sky shortly before sunset.,12-02-00,42.5847222,-87.8211111
10/16/2000 23:00,jefferson city,mo,1,United States,triangle,180,2 0r 3 minutes,Silent triangle object&#44 very low&#44 moving north then east.,9/13/2002,38.5766667,-92.1733333
10/16/2000 23:55,bellerose,ny,1,United States,disk,120,2 minutes,a gigantic illuminated saucer&#44 silver in color with yellow lights around it&#44 flying extemely close to the ground,12-02-00,40.7241667,-73.7155556
10/16/2001 00:00,polk county,or,1,Unknown,unknown,120,2 minutes.,Close encounter over roof in Polk County - submitted by OUFOR.,11/20/2001,44.926653,-123.491926
10/16/2001 20:00,doaktown (canada),nb,1,Canada,unknown,120,hours,bright object bobbeb &amp; weaved in the air and moved unconventionally for 2 nights in a row.,2/22/2002,46.55,-66.116667
10/16/2001 20:30,plymouth,wi,1,United States,triangle,300,5 minutes,A large quiet moving object that has dim star like lights that formed a triangle like shape.,11/20/2001,43.7486111,-87.9769444
10/16/2001 20:30,plymouth,wi,1,United States,triangle,300,5 minutes,A very large&#44 quiet&#44 moving&#44 object  with dim lit star like lights that formed a triangle like shape.,11/20/2001,43.7486111,-87.9769444
10/16/2001 21:30,petit jean mountain,ar,1,Unknown,light,300,5 min or less,Star moving at right angles,08-07-07,35.022871,-93.699918
10/16/2001 22:00,nashville,tn,1,United States,chevron,60,1 minute,Very clear view of something that was NOT an airplane gliding in the night sky ;  a &quot;v&quot; like shape with lights,11/20/2001,36.1658333,-86.7844444
10/16/2001 22:15,assouan (egypt),Unknown,1,Unknown,triangle,120,2 min,My freind and i were watching the stars lying on a long chair on the deck of a boat on the Nil. The night was clear without any moon. T,01-11-02,24.088938,32.899829
10/16/2001 22:45,haworth,ok,1,United States,changing,120,one hour,multiple crafts as they were orchestraiting something,11/20/2001,33.8463889,-94.6525
10/16/2002 07:30,renton,wa,1,United States,cigar,180,3 minutes,Large cigar shaped object reflecting the sun in the morning sky.  Very slow moving if at all.,10/28/2002,47.4830556,-122.2158333
10/16/2002 15:00,glasgow (uk/scotland),Unknown,1,Great Britain,other,300,5 minutes,I am a Buyer with Scottish Water working in Glasgow and after a meeting with a supplier on Wednesday 16th October I happened to glance,10/28/2002,55.833333,-4.25
10/16/2002 15:00,guilford/abbot,me,1,Unknown,cigar,120,2 minutes,My mom and I observed silverish-grayish object above Piscatiquis River in Abbot,4/27/2003,45.168943,-69.384492
10/16/2002 17:28,osaka (japan),Unknown,1,Unknown,fireball,600,10mins,Thick strand of light flying across the sunsetting sky at high speed,10/28/2002,34.693738,135.502165
10/16/2002 19:00,brookline,ma,1,United States,oval,7200,2 hrs.,Ovoid &#44 brightly lit unidentified flying object  seen  near Massachusetts city.,10/28/2002,42.3316667,-71.1216667
10/16/2002 19:00,indianapolis,in,1,United States,flash,300,5 minutes,Unsual Flashes During Space Shuttle International Space Station Passing.,10/28/2002,39.7683333,-86.1580556
10/16/2002 19:37,ogden,ut,1,United States,formation,120,2mins.,While sitting on my front porch I saw 2 orbs of light going across the night sky; They had no clearence lights of an airplane.,10/28/2002,41.2230556,-111.9730556
10/16/2002 20:15,savannah,ga,1,United States,unknown,90,1.5 minutes,At about 8:15 p.m. I noticed two bright stars in the northwestern sky.  What caught my attention was that these were the two brightest,10/28/2002,32.0833333,-81.1
10/16/2002 20:20,galion,oh,1,United States,triangle,600,7-10 minutes,Triangle Hovers over town for 6-8 minutes,5/24/2005,40.7336111,-82.79
10/16/2002 20:30,chaco canyon national historic park,nm,1,Unknown,light,180,3 minutes?,Two large&#44 unblinking&#44 silent&#44 extremely bright objects travel in tandem&#44 then disappear over Chaco Canyon.,11-04-02,36.060293,-107.967008
10/16/2002 20:45,waco,tx,1,United States,light,900,15 minutes,Dim light at high altitude moving quite fast seen to reverse course.,10/28/2002,31.5491667,-97.1463889
10/16/2002 21:00,portland,or,1,United States,light,15,15 seconds,Observed what appeared to be a dim satellite make a U-turn&#44 then accelerate to an unbelievable speed.,10/28/2002,45.5236111,-122.675
10/16/2002 21:30,colorado (southeast),co,1,Unknown,other,20,20sec,What is this red orange and yellow ball???? how did it just vanish into thin air?,10/28/2002,39.550051,-105.782067
10/16/2002 22:00,ocala,fl,1,United States,light,120,1-2 minutes,Observed ten to fourteen or so lights appearing similar to stars all traveling in the same direction.,10/28/2002,29.1869444,-82.1402778
10/16/2002 22:15,las vegas,nv,1,United States,egg,1200,20 minutes,I was looking up in the night sky&#44 when I noticed some objects moveing of to the left of rio casino.I focused on them thinking they,09-12-03,36.175,-115.1363889
10/16/2002 22:30,gilmer county,ga,1,Unknown,diamond,1200,hours,Observed what at first appeared to be a star but it was moving against the star field in rotation. By this I mean it was drifting to th,10/28/2002,34.693536,-84.480261
10/16/2002 23:06,austin,tx,1,United States,other,1.5,1.5 seconds,Looked like a bright green shooting star&#44 much larger&#44 longer tail and brighter than a SS&#44 headed in dowward direction.,10/28/2002,30.2669444,-97.7427778
10/16/2003 02:45,mckinleyville,Canada,1,United States,light,1320,22 minutes,Small Light Like the size of a star  that moved fast and  in radicul turnsa  Red&#44 Yellow&#44 And Orng color lght,10/17/2003,40.9466667,-124.0994444
10/16/2003 08:15,stevensville,md,1,United States,light,600,5-10 mins,We see these lights very often at night looking towards the bay just to the right and above the Baltimore area. These whitish orange li,10/31/2003,38.9805556,-76.3147222
10/16/2003 13:00,hanna,ut,1,United States,other,2,few seconds,UTAH UFO HUNTERS REPORT:  Flaming piece of Meteroite falls.,11-08-03,40.4041667,-110.7644444
10/16/2003 17:34,hayward,Canada,1,United States,unknown,600,at least 10 minutes,A black object that was stationary for at least 10 minutes in the clear sky.  Flat and  circular base with a strangely shaped top.,10/17/2003,37.6688889,-122.0797222
10/16/2003 18:00,columbus,oh,1,United States,light,900,15 minutes,Bright&#44 slow moving light.,10/31/2003,39.9611111,-82.9988889
10/16/2003 18:30,buckeye lake,oh,1,United States,light,120,2 mins,Weird lights in the early evening sky around Buckeye Lake and thornville area,10/17/2003,39.9336111,-82.4725
10/16/2003 18:46,easton,pa,1,United States,unknown,120,2 minutes,An object  was seen hovering above a suburban neighborhood.,11/21/2010,40.6883333,-75.2211111
10/16/2003 20:17,pinos altos,nm,1,United States,unknown,1.2,1.5 - 2.0 sec.,Very unusual atmospheric entry of unknown Craft.,10/31/2003,32.8633333,-108.2208333
10/16/2003 22:30,sumner,wa,1,United States,changing,6300,45 min-1hr.,Odd lights and shapes in Sumner&#44 Washington,10/31/2003,47.2033333,-122.2391667
10/16/2004 00:10,northampton (uk/england),Unknown,1,Great Britain,light,1800,30 mins(approx),Disco Lights over Northampton&#44 UK.,4/27/2007,52.25,-0.883333
10/16/2004 03:00,whitmire,sc,1,United States,unknown,60,1 minute,I was camping alone in my treehouse for deer hunting when I heard a VERY weird sound of a low and slow flying object.,10/27/2004,34.5027778,-81.6116667
10/16/2004 03:30,savannah,ga,1,United States,light,30,about 30 seconds,Red blinking light appears three times&#44 changing speed and direction many times before fading away.,10/27/2004,32.0833333,-81.1
10/16/2004 04:00,coulee dam area,wa,1,Unknown,light,2700,45 min.,un explainable lights moving irradically &#44 changing color and spliting into two lights separated by at least 100 ft.,10/27/2004,47.941709,-119.004696
10/16/2004 09:20,wheeling,il,1,United States,unknown,45,45 secs,I saw an object with bright lights in the sky &#44 at first i thought it was a airplane.But&#44 it looked wird like it was a flying car&#44 with,10/27/2004,42.1391667,-87.9288889
10/16/2004 18:30,san diego,Canada,1,United States,changing,300,5 minutes,white lights w/ sm. blinking red light&#44 changing and waving like a firecracker&#44 changing erratically&#44 expanding and contracting.,10/27/2004,32.7152778,-117.1563889
10/16/2004 19:00,fort wayne,in,1,United States,flash,60,1 minute,Bright white flashes by the Radio and TV towers in Fort Wayne&#44 Indiana,10/27/2004,41.1305556,-85.1288889
10/16/2004 23:00,big cypress preserve,fl,1,Unknown,circle,10,10 seconds,I was driving west/north on interstate 75 between Ft. Lauderdale and Naples.  Over the median about 75 feet above ground&#44 there was a r,10/27/2004,25.901107,-81.321402
10/16/2004 23:00,chandler,az,1,United States,fireball,600,10 minutes,A fireball shooting across the sky,09-02-05,33.3061111,-111.8405556
10/16/2004 23:30,pineville,ky,1,United States,unknown,60,1 minute,It was around 11:30 pm and I saw rising up behind the trees a multi colored object.  One  light was flashing&#44  it happened so fast.,10/27/2004,36.7619444,-83.695
10/16/2005 02:20,chicago,il,1,United States,light,1800,30 minutes,Multicolored strange object over Chicago.  ((NUFORC Note:  Possible twinkling star.  PD)),10/20/2005,41.85,-87.65
10/16/2005 02:25,modesto,Canada,1,United States,oval,5,5 seconds,Strange Bright Green Light moving through sky near Modesto CA at 2:25 am... visible from I-5 on the left horizon. Very nearby,10/20/2005,37.6391667,-120.9958333
10/16/2005 06:28,daytona beach,fl,1,United States,light,1200,20 min,We were picnicking on a pier over the beach as the tide was high and the water engulfed the entire beach.  We had layed down on the bla,10/20/2005,29.2105556,-81.0230556
10/16/2005 08:45,north zulch,tx,1,United States,circle,900,15 minutes,((NUFORC Note:  Probable sighting of Mars.  PD))  I was outside last night packing our truck at our ranch in Texas&#8230;,10/20/2005,30.9175,-96.1080556
10/16/2005 10:00,porterville,Canada,1,United States,circle,1200,15-20 mins,big red ball like object with littler star like objects zooming around,10/20/2005,36.0652778,-119.0158333
10/16/2005 10:30,virginia beach,va,1,United States,unknown,60,1 minute,Sighting in Virginia Beach near Pungo,10/20/2005,36.8527778,-75.9783333
10/16/2005 17:39,rosthern (canada),sk,1,Canada,cylinder,120,2 minutes,Oct/ 16 sun 2005; Me and my daughter and while on the way home from a convience store saw a silver sparkle in the sky; it was a clear e,10/20/2005,52.65,-106.333333
10/16/2005 18:15,colorado springs,co,1,United States,triangle,120,2 min.,Black triangle spotted in Pikes Peak region and slowly fades from sight.,12/16/2005,38.8338889,-104.8208333
10/16/2005 19:15,anderson,sc,1,United States,triangle,120,1-2 minutes,Dark&#44 soundless object low in the sky over Anderson&#44 SC; looked like huge black helium balloon?,10/20/2005,34.5033333,-82.6502778
10/16/2005 19:30,saint clair shores,mi,1,Unknown,other,2400,40 min,((NUFORC Note:  Possible twinkling star?  PD))  thought it could have been a star low in the horizon   or satellite or space junk.,10/20/2005,42.495556,-82.900278
10/16/2005 19:46,santa maria,Canada,1,United States,oval,60,1 minute,Dark oval like shape moving both fast and slow at night.,10/20/2005,34.9530556,-120.4347222
10/16/2005 19:48,santa maria,Canada,1,United States,Unknown,60,1 minute,Experienced observer witnesses a strange&#44 amorphous&#44 unlighted object streak across the sky&#44 stop&#44 and then simply disappear.,10/20/2005,34.9530556,-120.4347222
10/16/2005 21:00,boulder,co,1,United States,light,600,about 10 mins,It was around 9pm and I was at just going out side for a cigg. break. And i looked up in the sky and seen a bright red and yellow light,10/20/2005,40.015,-105.27
10/16/2005 21:20,westland,mi,1,United States,formation,120,2 minutes,there were intersecting lights with nothing holding them together and no sound,10/20/2005,42.3241667,-83.4002778
10/16/2005 24:00,ventura,Canada,1,United States,oval,2400,40 mins.,It was Saturday evening October 16&#44 2005. I myself have never in the past seen anything like this or any other UFO&#39s. I still don&#39t kno,11-03-05,34.2783333,-119.2922222
10/16/2006 00:00,leavenworth,wa,1,United States,circle,7200,2+hrs,On Nov. 16&#44 2006 as I saw this large object with a circumference of approximately ten feet.  ((NUFORC Note:  Possible star??  PD)),12-07-06,47.5963889,-120.6602778
10/16/2006 04:30,st. joseph,mi,1,United States,light,30,30 seconds,Two bright gold light tails moving west toward Lake Michigan in early morning hours.  Moved in formation&#44 very quickly and low in sky.,02-01-07,42.1097222,-86.48
10/16/2006 18:40,puyallup,wa,1,United States,light,60,1:00,extreme bright light,10/30/2006,47.1855556,-122.2916667
10/16/2006 19:00,plainview,tx,1,United States,other,5,5 seconds,UFO more than a glow 10-19-2006 From the Plainview Daily Herald 10/19/2006 By KEVIN LEWIS  Herald Editor  Mark Harmon promises he&#8217;s not,10/30/2006,34.1847222,-101.7063889
10/16/2006 21:05,groveland,fl,1,United States,oval,1860,31 minutes,We were traveling west on FL State Road 50 at about 60mph through Lake County Florida on Sunday&#44 October 15th 2006. We had just passed,10/30/2006,28.5577778,-81.8513889
10/16/2006 21:05,silver city,nm,1,United States,flash,900,15 minutes,Very faint flashing strobe.,10/30/2006,32.77,-108.2797222
10/16/2006 21:30,gloucester,ma,1,United States,cone,600,5-10 minutes,Orange light hovering over ocean,08-07-07,42.6158333,-70.6625
10/16/2006 23:15,nantucket,ma,1,United States,circle,30,30 seconds,Brilliant white light,12-07-06,41.2833333,-70.1
10/16/2007 04:45,tokyo (japan),Unknown,1,Unknown,light,15,15 sec,Circular object with 3 bright white lights attached,11/28/2007,35.689488,139.691706
10/16/2007 06:55,wheaton,md,1,United States,light,60,<1minute,Moving point of light in vicinity of Wheaton/Glenmont Metro,11/28/2007,39.0397222,-77.0555556
10/16/2007 12:00,ontario (canada),on,1,Unknown,Unknown,900,10-15 minutes,Stationary object.,11/28/2007,51.253775,-85.323214
10/16/2007 14:25,ridgefield,ct,1,United States,sphere,15,15 seconds,spherical shiny metallic object over Ridgefield skies,11/28/2007,41.2813889,-73.4986111
10/16/2007 15:00,kingston,ny,1,United States,light,3,3 secs.,Ball of light moves slowly behind a tree &amp; disappears.,11/28/2007,41.9269444,-73.9977778
10/16/2007 19:00,southbridge,ma,1,United States,disk,120,few minutes,crazey dident expect it stil dont no wat to say seen it above a few trees nothing else around andd then it wasent there,4/17/2008,42.075,-72.0338889
10/16/2007 19:30,utica,ny,1,United States,triangle,10,10 seconds,Triangular object seen near Interstate 90&#44 in Utica&#44 NY,11/28/2007,43.1008333,-75.2330556
10/16/2007 19:55,leeds (uk/england),Unknown,1,Great Britain,fireball,300,5 minutes,Golden light ball / craft in the sky,11/28/2007,53.8,-1.583333
10/16/2007 20:00,gulf of mexico,tx,1,Unknown,oval,2,seconds,Oct. 2007 I was on a cruise in middle of the Gulf of Mexico and took this picture.,10/31/2008,27.716432,-97.328818
10/16/2007 21:10,marysville,wa,1,United States,light,480,8 min,multiple lights moving across the sky north to south/southeast,11/28/2007,48.0519444,-122.1758333
10/16/2008 00:53,new salisbury,in,1,United States,other,30,30sec.,Square UFO spotted aprox. thirty miles from Fort Knox.,10/31/2008,38.3136111,-86.095
10/16/2008 00:55,woodland,Canada,1,United States,light,150,2.5 min,Strange Pulsating Red Light Vanishes Without A Trace&#44,10/31/2008,38.6786111,-121.7722222
10/16/2008 17:25,lindale,tx,1,United States,chevron,50,50 sec,Saw a mirror-colored craft that I have never seen the likes of.,01-10-09,32.5155556,-95.4091667
10/16/2008 19:35,avon,oh,1,United States,oval,300,5 minutes,Oblong UFO with red/white lights (Elyria&#44 OH),10/31/2008,41.4516667,-82.0355556
10/16/2008 20:00,hart,mi,1,United States,light,900,15 minutes,VERY bright red-orangish light seen over silver lake---Lake Michigan Area,10/31/2008,43.6983333,-86.3638889
10/16/2008 20:00,havelock,nc,1,United States,fireball,1,>1 second,Bright&#44 white&#44 extremely large meteor-like object seen in night sky.,10/31/2008,34.8788889,-76.9016667
10/16/2008 21:10,st. george,ut,1,United States,unknown,120,2 minutes,Bright balls of light over St. George and near the radio tower,10/31/2008,37.1041667,-113.5833333
10/16/2008 23:00,murrells inlet,sc,1,United States,fireball,420,5-7 mins,Orange lights in the sky hover over the SC coast near Myrtle Beach.,10/31/2008,33.5508333,-79.0416667
10/16/2009 00:00,kissimmee,fl,1,United States,triangle,1800,30 min,Silver&#44 Triangular Craft with White Lights Seen over Kissimmee&#44 Florida October 16&#44 2009,12-12-09,28.2916667,-81.4077778
10/16/2009 01:00,los angeles,Canada,1,United States,light,3600,1 hour +,Los Angeles 1:00 am red blue green and white light standing still for hour and a half.  ((NUFORC Note:  Twinkling star??  PD)),12-12-09,34.0522222,-118.2427778
10/16/2009 03:32,coral springs,fl,1,United States,unknown,120,2 minutes,black light odd shape of an owl looking thing,12-12-09,26.2708333,-80.2708333
10/16/2009 05:19,tulsa,ok,1,United States,light,50,45-50 seconds,Two bright&#44 motionless lights in Tulsa&#39s northern sky.,12-12-09,36.1538889,-95.9925
10/16/2009 07:02,pomona,Canada,1,United States,unknown,2,2 seconds,Object moving at what looked like warp speed with trailing white tail,12-12-09,34.0552778,-117.7513889
10/16/2009 13:00,garden grove,Canada,1,United States,triangle,120,a few minutes,Triangle shape&#44 broken into three discoid or round objects&#44 shinny like polished stainless,12-12-09,33.7738889,-117.9405556
10/16/2009 15:50,san jose,Canada,1,United States,light,120,2 min,BRIGHT LIGHTS IN SKY OVER SAN JOSE CALIF.,12-12-09,37.3394444,-121.8938889
10/16/2009 19:30,selby (uk/england),Unknown,1,Great Britain,changing,240,4 minutes,A orange splatter shaped light hovering in one place for about 4 minutes&#44 slightly moving around but staying in round about the same sp,12-12-09,53.783333,-1.066667
10/16/2009 20:00,laporte,in,1,United States,light,300,5 minutes maybe longer,balls of light discharged from another ball of light in the night sky,12-12-09,41.6105556,-86.7225
10/16/2009 20:00,rowlett,tx,1,United States,circle,1500,25 minutes,I live in Rowlett&#44 TX and on October 16&#44 2009 I saw a circular bright object that pulsated with multiple colors within it.,12-12-09,32.9027778,-96.5636111
10/16/2009 21:00,casa grande (near),az,1,United States,triangle,10800,3 hours,upt of 4 ambers lights at once that seemd to join up at one point glowed bright at times then dimmer,12-12-09,32.8794444,-111.7566667
10/16/2009 21:30,melksham&#44 wiltshire (uk/england),Unknown,1,Unknown,circle,120,2 mins,Bright orange light moved across the sky&#44 no noise then disappeared,12-12-09,51.370447,-2.137629
10/16/2009 22:00,haltom,tx,1,Unknown,light,1800,30 mins,There were strange revolving lights in Haltom&#44 TX on the night of October 16.  ((NUFORC Note:  Advertising lights??  PD)),12-12-09,30.415128,-94.88732
10/16/2009 22:00,sugar land,tx,1,United States,triangle,10,10 seconds,Shifting triangular shape object&#44 very high rate of speed&#44 high altitude&#44 traveling due north to south.,12-12-09,29.6194444,-95.6347222
10/16/2009 22:35,oakham&#44 rutland (uk/england),Unknown,1,Unknown,light,40,40 seconds,Oakham,12-12-09,52.669563,-0.726625
10/16/2010 00:00,caswell,nc,1,Unknown,light,3600,1 hour,it was not a air craft it moved to slow,11/21/2010,36.386022,-79.290213
10/16/2010 00:30,arcadia,Canada,1,United States,light,45,45 seconds,I saw a white bright light ball flying in Arcadia&#44 CA which was also seen by my fiance and friend.,11/21/2010,34.1397222,-118.0344444
10/16/2010 01:00,yakima,wa,1,United States,other,7200,2 hrs,orb&#39s in yakima do not dissapoint,11/21/2010,46.6022222,-120.5047222
10/16/2010 01:55,gibson,ga,1,United States,other,3600,1 hour,Red and blue flickering lights with a white light that gets blocked occasionally by the object hovering in the same spot directly above,11/21/2010,33.2333333,-82.5955556
10/16/2010 15:00,cullman,al,1,United States,sphere,600,10 minutes,Silver spheres that were above us&#44 then disappeared and several minutes later a military jet was flying over the same space.,11/21/2010,34.1747222,-86.8436111
10/16/2010 16:36,troutville,va,1,United States,sphere,60,1:00,Unknown Reflective Sphere in Troutville Virginia Stalking Aircraft,11/21/2010,37.4180556,-79.875
10/16/2010 18:00,greeley,co,1,United States,sphere,600,10min,round metal ball haning north west of Greeley,11/21/2010,40.4233333,-104.7086111
10/16/2010 18:00,salem,or,1,United States,sphere,480,6-8 minutes,Single round black sphere hovering with white clouds in the background.,11/21/2010,44.9430556,-123.0338889
10/16/2010 18:00,troutville,va,1,United States,sphere,60,1 minute,Shiney sphere gets brighter then fades out.,11/21/2010,37.4180556,-79.875
10/16/2010 21:38,port saint lucie,fl,1,United States,changing,180,2-3 min,red ball over port saint lucie florida,11/21/2010,27.2936111,-80.3505556
10/16/2010 22:00,columbus,oh,1,United States,unknown,300,5 minutes,A line of 5-6 red lights moving slowly&#44 not making any noise passed over us. Could not tell if the lights were connected to anything.,11/21/2010,39.9611111,-82.9988889
10/16/2010 22:00,meredith,nh,1,United States,light,3600,60 minutes,red/white twinkling light in eastern NH sky.  ((NUFORC Note:  Sighting of a celestial body?  PD)),11/21/2010,43.6575,-71.5008333
10/16/2010 22:30,charlivox,mi,1,Unknown,cigar,30,30 seconds,We where setting on the edge of a corn field looking east north east over a meadow calling coyotes. clear night half moon&#44 no clouds.,11/21/2010,45.318063,-85.2584
10/16/2010 22:30,pittsburgh,pa,1,United States,formation,60,1 minutes,A large fast moving V formation of lights.  Appeared to be one craft&#44 no sound.  Was only visible from my vantage point for about a min,11/21/2010,40.4405556,-79.9961111
10/16/2010 22:45,rochester,mn,1,United States,circle,10,10 seconds,Very bright circle that suddenly disappeared,11/21/2010,44.0216667,-92.4697222
10/16/2011 01:30,bridgewater,nj,1,Unknown,fireball,60,1 minute,flaming moving object in NJ,10/19/2011,40.623333,-74.601111
10/16/2011 06:30,orlando,fl,1,United States,cylinder,1200,15-20minutes,I saw a dark rectangular object with three bright lights hovering in the sky for about 5-10 minutes before it transformed and flew off,10/19/2011,28.5380556,-81.3794444
10/16/2011 08:07,surfside beach,sc,1,United States,oval,1800,roughly 30 minutes,Color changing oval moving very slowly&#44 (sometimes even stopping for minutes at a time&#44) through the sky,10/19/2011,33.6058333,-78.9733333
10/16/2011 11:40,gainesville,ga,1,United States,disk,1800,30 minutes,Disk or saucer shaped craft with amazing bright lights on it which lit up the sky and the side of my home in Georgia.,10/25/2011,34.2977778,-83.8241667
10/16/2011 18:08,rosamond,Canada,1,United States,sphere,120.1,2 min. 10 sec.,Early evening glowing object seen in flight over valley,10/19/2011,34.8641667,-118.1625
10/16/2011 19:00,saugus,ma,1,United States,diamond,300,5 minutes,4 Sightings in 2 weeks,10/19/2011,42.4647222,-71.0105556
10/16/2011 19:30,gaia,Unknown,1,Unknown,circle,600,10 miutes,Blue light ufo making strange movements,10/25/2011,13.075418,-59.493768
10/16/2011 19:30,omaha,ne,1,United States,unknown,180,3 min approx,reddish orange lights traveling in same path from Northwest to South in Omaha&#44 NE,10/19/2011,41.2586111,-95.9375
10/16/2011 19:45,matteson,il,1,United States,circle,900,15 mins,A bright blue light all around it and a red light under it.&#44 it was not moving for about 10mins after that started moving very slow,10/25/2011,41.5038889,-87.7130556
10/16/2011 20:30,fort wayne,in,1,United States,circle,60,1 min.,My 3-year-old child&#44 a friend and myself were sitting outside on my porch at our new home together one evening.  It was a pretty chilly,10/25/2011,41.1305556,-85.1288889
10/16/2011 20:45,slidell,la,1,United States,oval,60,1 minute,Red lighted solid object.,10/19/2011,30.275,-89.7811111
10/16/2011 21:00,cedar city,ut,1,United States,unknown,1200,10 to 20 min,Bright light over Cedar City Utah nightly around 8pm.  ((NUFORC Note:  Possible sighting of a star&#44 we suspect.  PD)),10/19/2011,37.6775,-113.0611111
